"","Account","Type","Date","Num","Name","Memo","Split","Debit","Credit","Balance"
"3358","Revenue","Invoice","2018-06-15","71082","Cole Home Builders:Phase 1 - Lot 5","Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)","Accounts Receivable",NA,183.6,-172116.15
"3359","Revenue","Invoice","2018-06-15","71082","Cole Home Builders:Phase 1 - Lot 5","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",NA,59.4,-172175.55
"3360","Revenue","Invoice","2018-06-15","71082","Cole Home Builders:Phase 1 - Lot 5","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","Accounts Receivable",NA,81,-172256.55
"3361","Revenue","Invoice","2018-06-15","71082","Cole Home Builders:Phase 1 - Lot 5","18x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass","Accounts Receivable",NA,118.8,-172375.35
"3362","Revenue","Invoice","2018-06-15","71082","Cole Home Builders:Phase 1 - Lot 5","White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass","Accounts Receivable",NA,86.4,-172461.75
"3363","Revenue","Invoice","2018-06-15","71082","Cole Home Builders:Phase 1 - Lot 5","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",NA,113.4,-172575.15
"3364","Revenue","Invoice","2018-06-15","71082","Cole Home Builders:Phase 1 - Lot 5","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",NA,135,-172710.15
"3365","Revenue","Invoice","2018-06-15","71082","Cole Home Builders:Phase 1 - Lot 5","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",NA,13.5,-172723.65
"3366","Revenue","Invoice","2018-06-15","71082","Cole Home Builders:Phase 1 - Lot 5","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",NA,49.5,-172773.15
"3367","Revenue","Invoice","2018-06-15","71082","Cole Home Builders:Phase 1 - Lot 5","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",NA,35.1,-172808.25
"3368","Revenue","Invoice","2018-06-28","71116","Thompson Lighting Stores:Store #50","Acid Verde, 10x21x10, 2-60 watt cand.","Accounts Receivable",NA,348,-173156.25
"3369","Revenue","Invoice","2018-06-28","71116","Thompson Lighting Stores:Store #50","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",NA,272,-173428.25
"3370","Revenue","Invoice","2018-06-28","71116","Thompson Lighting Stores:Store #50","Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass","Accounts Receivable",NA,232,-173660.25
"3371","Revenue","Invoice","2018-06-28","71116","Thompson Lighting Stores:Store #50","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",NA,88,-173748.25
"3372","Revenue","Invoice","2018-06-28","71116","Thompson Lighting Stores:Store #50","Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass","Accounts Receivable",NA,100,-173848.25
"3373","Revenue","Invoice","2018-06-28","71116","Thompson Lighting Stores:Store #50","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",NA,300,-174148.25
"3374","Revenue","Invoice","2018-06-28","71116","Thompson Lighting Stores:Store #50","Frosted Taupe (3/60 watt)  Marble Glass  ","Accounts Receivable",NA,310,-174458.25
"3375","Revenue","Invoice","2018-06-28","71116","Thompson Lighting Stores:Store #50","Roman Bronze, 1-light Lantern, w/tail, (100 watt max)","Accounts Receivable",NA,340,-174798.25
"3376","Revenue","Invoice","2018-06-28","71116","Thompson Lighting Stores:Store #50","Domes, White, 59x21x6 5/8 ht, 120v HPF","Accounts Receivable",NA,135,-174933.25
"3377","Revenue","Invoice","2018-06-28","71116","Thompson Lighting Stores:Store #50","Flat Glass, (25 watt max) Polished Brass, 4 light","Accounts Receivable",NA,125,-175058.25
"3378","Revenue","Invoice","2018-06-28","71116","Thompson Lighting Stores:Store #50","Burnished Brass (60 watt)  w/Golden Umber Accents","Accounts Receivable",NA,300,-175358.25
"3379","Revenue","Invoice","2018-06-28","71116","Thompson Lighting Stores:Store #50","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",NA,475,-175833.25
"3380","Revenue","Invoice","2018-07-05","71089","Cole Home Builders:Phase 1 - Lot 5","Acid Verde, 10x21x10, 2-60 watt cand.","Accounts Receivable",NA,104.4,-175937.65
"3381","Revenue","Invoice","2018-07-05","71089","Cole Home Builders:Phase 1 - Lot 5","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",NA,94.5,-176032.15
"3382","Revenue","Invoice","2018-07-05","71089","Cole Home Builders:Phase 1 - Lot 5","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",NA,270,-176302.15
"3383","Revenue","Invoice","2018-07-05","71089","Cole Home Builders:Phase 1 - Lot 5","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",NA,292.5,-176594.65
"3384","Revenue","Invoice","2018-07-05","71089","Cole Home Builders:Phase 1 - Lot 5","Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)","Accounts Receivable",NA,183.6,-176778.25
"3385","Revenue","Invoice","2018-07-05","71089","Cole Home Builders:Phase 1 - Lot 5","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",NA,59.4,-176837.65
"3386","Revenue","Invoice","2018-07-05","71089","Cole Home Builders:Phase 1 - Lot 5","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","Accounts Receivable",NA,81,-176918.65
"3387","Revenue","Invoice","2018-07-05","71089","Cole Home Builders:Phase 1 - Lot 5","18x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass","Accounts Receivable",NA,118.8,-177037.45
"3388","Revenue","Invoice","2018-07-05","71089","Cole Home Builders:Phase 1 - Lot 5","White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass","Accounts Receivable",NA,86.4,-177123.85
"3389","Revenue","Invoice","2018-07-05","71089","Cole Home Builders:Phase 1 - Lot 5","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",NA,113.4,-177237.25
"3390","Revenue","Invoice","2018-07-05","71089","Cole Home Builders:Phase 1 - Lot 5","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",NA,135,-177372.25
"3391","Revenue","Invoice","2018-07-05","71089","Cole Home Builders:Phase 1 - Lot 5","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",NA,13.5,-177385.75
"3392","Revenue","Invoice","2018-07-05","71089","Cole Home Builders:Phase 1 - Lot 5","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",NA,49.5,-177435.25
"3393","Revenue","Invoice","2018-07-05","71089","Cole Home Builders:Phase 1 - Lot 5","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",NA,35.1,-177470.35
"3394","Revenue","Invoice","2018-07-12","71079","Cole Home Builders:Phase 1 - Lot 5","BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)","Accounts Receivable",NA,288,-177758.35
"3395","Revenue","Invoice","2018-07-12","71079","Cole Home Builders:Phase 1 - Lot 5","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",NA,122.4,-177880.75
"3396","Revenue","Invoice","2018-07-12","71079","Cole Home Builders:Phase 1 - Lot 5","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",NA,63,-177943.75
"3397","Revenue","Invoice","2018-07-12","71079","Cole Home Builders:Phase 1 - Lot 5","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",NA,129.6,-178073.35
"3398","Revenue","Invoice","2018-07-12","71079","Cole Home Builders:Phase 1 - Lot 5","Broadway Collection, Polished Brass, 6 Light (60 watt max)","Accounts Receivable",NA,129.6,-178202.95
"3399","Revenue","Invoice","2018-07-12","71079","Cole Home Builders:Phase 1 - Lot 5","Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass","Accounts Receivable",NA,45,-178247.95
"3400","Revenue","Invoice","2018-07-12","71079","Cole Home Builders:Phase 1 - Lot 5","Brushed Nickel, (3-60 watt, Med) Ribbed Glass","Accounts Receivable",NA,180,-178427.95
"3401","Revenue","Invoice","2018-07-12","71079","Cole Home Builders:Phase 1 - Lot 5","Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass","Accounts Receivable",NA,198,-178625.95
"3402","Revenue","Invoice","2018-07-12","71079","Cole Home Builders:Phase 1 - Lot 5","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",NA,22.5,-178648.45
"3403","Revenue","Invoice","2018-07-12","71079","Cole Home Builders:Phase 1 - Lot 5","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",NA,135,-178783.45
"3404","Revenue","Invoice","2018-07-12","71079","Cole Home Builders:Phase 1 - Lot 5","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",NA,292.5,-179075.95
"3405","Revenue","Invoice","2018-07-12","71079","Cole Home Builders:Phase 1 - Lot 5","Frosted Taupe (3/60 watt)  Marble Glass  ","Accounts Receivable",NA,279,-179354.95
"3406","Revenue","Invoice","2018-07-12","71079","Cole Home Builders:Phase 1 - Lot 5","Cand. Light, 20 watts (8 pack)","Accounts Receivable",NA,75.6,-179430.55
"3407","Revenue","Invoice","2018-07-12","71079","Cole Home Builders:Phase 1 - Lot 5","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",NA,19.8,-179450.35
"3408","Revenue","Invoice","2018-07-12","71079","Cole Home Builders:Phase 1 - Lot 5","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",NA,29.25,-179479.6
"3409","Revenue","Invoice","2018-07-13","71119","Kern Lighting Warehouse:Store #01","Golden Umber (100 watt)  Six Light Chandelier","Accounts Receivable",NA,3150,-182629.6
"3410","Revenue","Invoice","2018-07-13","71119","Kern Lighting Warehouse:Store #01","Burnished Brass (60 watt)  w/Golden Umber Accents","Accounts Receivable",NA,3000,-185629.6
"3411","Revenue","Invoice","2018-07-16","71076","Cole Home Builders:Phase 1 - Lot 5","Golden Umber (100 watt)  Six Light Chandelier","Accounts Receivable",NA,283.5,-185913.1
"3412","Revenue","Invoice","2018-07-16","71076","Cole Home Builders:Phase 1 - Lot 5","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",NA,270,-186183.1
"3413","Revenue","Invoice","2018-07-16","71076","Cole Home Builders:Phase 1 - Lot 5","Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass","Accounts Receivable",NA,261,-186444.1
"3414","Revenue","Invoice","2018-07-16","71076","Cole Home Builders:Phase 1 - Lot 5","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","Accounts Receivable",NA,162,-186606.1
"3415","Revenue","Invoice","2018-07-16","71076","Cole Home Builders:Phase 1 - Lot 5","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",NA,270,-186876.1
"3416","Revenue","Invoice","2018-07-16","71076","Cole Home Builders:Phase 1 - Lot 5","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",NA,45,-186921.1
"3417","Revenue","Invoice","2018-07-16","71076","Cole Home Builders:Phase 1 - Lot 5","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",NA,171,-187092.1
"3418","Revenue","Invoice","2018-07-16","71076","Cole Home Builders:Phase 1 - Lot 5","White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass","Accounts Receivable",NA,57.6,-187149.7
"3419","Revenue","Invoice","2018-07-16","71076","Cole Home Builders:Phase 1 - Lot 5","Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass","Accounts Receivable",NA,37.8,-187187.5
"3420","Revenue","Invoice","2018-07-16","71076","Cole Home Builders:Phase 1 - Lot 5","Acid Verde, 10x21x10, 2-60 watt cand.","Accounts Receivable",NA,104.4,-187291.9
"3421","Revenue","Invoice","2018-07-16","71076","Cole Home Builders:Phase 1 - Lot 5","BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)","Accounts Receivable",NA,216,-187507.9
"3422","Revenue","Invoice","2018-07-16","71076","Cole Home Builders:Phase 1 - Lot 5","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","Accounts Receivable",NA,75.6,-187583.5
"3423","Revenue","Invoice","2018-07-16","71076","Cole Home Builders:Phase 1 - Lot 5","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",NA,35.1,-187618.6
"3424","Revenue","Invoice","2018-07-16","71076","Cole Home Builders:Phase 1 - Lot 5","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",NA,99,-187717.6
"3425","Revenue","Invoice","2018-07-16","71076","Cole Home Builders:Phase 1 - Lot 5","Cand. Light, 20 watts (8 pack)","Accounts Receivable",NA,50.4,-187768
"3426","Revenue","Invoice","2018-07-16","71115","Thompson Lighting Stores:Store #40","Acid Verde, 10x21x10, 2-60 watt cand.","Accounts Receivable",NA,348,-188116
"3427","Revenue","Invoice","2018-07-16","71115","Thompson Lighting Stores:Store #40","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",NA,272,-188388
"3428","Revenue","Invoice","2018-07-16","71115","Thompson Lighting Stores:Store #40","Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass","Accounts Receivable",NA,232,-188620
"3429","Revenue","Invoice","2018-07-16","71115","Thompson Lighting Stores:Store #40","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",NA,88,-188708
"3430","Revenue","Invoice","2018-07-16","71115","Thompson Lighting Stores:Store #40","Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass","Accounts Receivable",NA,100,-188808
"3431","Revenue","Invoice","2018-07-16","71115","Thompson Lighting Stores:Store #40","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",NA,300,-189108
"3432","Revenue","Invoice","2018-07-16","71115","Thompson Lighting Stores:Store #40","Frosted Taupe (3/60 watt)  Marble Glass  ","Accounts Receivable",NA,310,-189418
"3433","Revenue","Invoice","2018-07-16","71115","Thompson Lighting Stores:Store #40","Roman Bronze, 1-light Lantern, w/tail, (100 watt max)","Accounts Receivable",NA,340,-189758
"3434","Revenue","Invoice","2018-07-16","71115","Thompson Lighting Stores:Store #40","Domes, White, 59x21x6 5/8 ht, 120v HPF","Accounts Receivable",NA,135,-189893
"3435","Revenue","Invoice","2018-07-16","71115","Thompson Lighting Stores:Store #40","Flat Glass, (25 watt max) Polished Brass, 4 light","Accounts Receivable",NA,125,-190018
"3436","Revenue","Invoice","2018-07-16","71115","Thompson Lighting Stores:Store #40","Burnished Brass (60 watt)  w/Golden Umber Accents","Accounts Receivable",NA,300,-190318
"3437","Revenue","Invoice","2018-07-16","71115","Thompson Lighting Stores:Store #40","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",NA,475,-190793
"3438","Revenue","Invoice","2018-07-17","71129","Kern Lighting Warehouse:Store #01","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",NA,1225,-192018
"3439","Revenue","Invoice","2018-07-17","71129","Kern Lighting Warehouse:Store #01","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",NA,960,-192978
"3440","Revenue","Invoice","2018-07-17","71129","Kern Lighting Warehouse:Store #01","Pendant Bar, Textured White, 50lbs max","Accounts Receivable",NA,625,-193603
"3441","Revenue","Invoice","2018-07-17","71129","Kern Lighting Warehouse:Store #01","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",NA,630,-194233
"3442","Revenue","Invoice","2018-07-17","71129","Kern Lighting Warehouse:Store #01","Flat Glass, (25 watt max) Polished Brass, 4 light","Accounts Receivable",NA,625,-194858
"3443","Revenue","Invoice","2018-07-17","71129","Kern Lighting Warehouse:Store #01","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",NA,3750,-198608
"3444","Revenue","Invoice","2018-07-17","71129","Kern Lighting Warehouse:Store #01","Athena Collection, Pendant, Textured White, Med. Base, 100 watt max.","Accounts Receivable",NA,3250,-201858
"3445","Revenue","Invoice","2018-07-17","71129","Kern Lighting Warehouse:Store #01","Golden Umber (100 watt)  Six Light Chandelier","Accounts Receivable",NA,7875,-209733
"3446","Revenue","Invoice","2018-07-24","71097","Miscellaneous - Retail:Sean Martin","Black Finish, Solid Brass,Wall Mount w/Clear Glass (2x60watt max)","Accounts Receivable",NA,750,-210483
"3447","Revenue","Invoice","2018-07-24","71097","Miscellaneous - Retail:Sean Martin","Golden Umber (100 watt)  Six Light Chandelier","Accounts Receivable",NA,630,-211113
"3448","Revenue","Invoice","2018-07-24","71097","Miscellaneous - Retail:Sean Martin","Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass","Accounts Receivable",NA,75,-211188
"3449","Revenue","Invoice","2018-07-24","71097","Miscellaneous - Retail:Sean Martin","Domes, White, 59x21x6 5/8 ht, 120v HPF","Accounts Receivable",NA,45,-211233
"3450","Revenue","Invoice","2018-07-24","71097","Miscellaneous - Retail:Sean Martin","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",NA,42,-211275
"3451","Revenue","Invoice","2018-07-27","71078","Cole Home Builders:Phase 1 - Lot 5","BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)","Accounts Receivable",NA,288,-211563
"3452","Revenue","Invoice","2018-07-27","71078","Cole Home Builders:Phase 1 - Lot 5","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",NA,122.4,-211685.4
"3453","Revenue","Invoice","2018-07-27","71078","Cole Home Builders:Phase 1 - Lot 5","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",NA,63,-211748.4
"3454","Revenue","Invoice","2018-07-27","71078","Cole Home Builders:Phase 1 - Lot 5","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",NA,129.6,-211878
"3455","Revenue","Invoice","2018-07-27","71078","Cole Home Builders:Phase 1 - Lot 5","Broadway Collection, Polished Brass, 6 Light (60 watt max)","Accounts Receivable",NA,129.6,-212007.6
"3456","Revenue","Invoice","2018-07-27","71078","Cole Home Builders:Phase 1 - Lot 5","Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass","Accounts Receivable",NA,45,-212052.6
"3457","Revenue","Invoice","2018-07-27","71078","Cole Home Builders:Phase 1 - Lot 5","Brushed Nickel, (3-60 watt, Med) Ribbed Glass","Accounts Receivable",NA,180,-212232.6
"3458","Revenue","Invoice","2018-07-27","71078","Cole Home Builders:Phase 1 - Lot 5","Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass","Accounts Receivable",NA,198,-212430.6
"3459","Revenue","Invoice","2018-07-27","71078","Cole Home Builders:Phase 1 - Lot 5","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",NA,22.5,-212453.1
"3460","Revenue","Invoice","2018-07-27","71078","Cole Home Builders:Phase 1 - Lot 5","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",NA,135,-212588.1
